OX  X    ,0.0,0.0,-0.2,-0.2,0.0,-0.2,-0.2,0.0,0.0
    X X O,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O   X  X ,0.0,-0.18000000000000002,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
    XO X ,-0.36000000000000004,-0.324,-0.2,-0.2,0.0,0.0,-0.2,0.0,-0.2
 X  XO   ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    XX O ,-0.36000000000000004,-0.36000000000000004,-0.2,-0.324,0.0,0.0,-0.2,0.0,-0.2
  OOXX X ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 XO X    ,-0.2,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0
 O  XOXX ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O  XX    ,0.0,-0.2,-0.2,0.0,0.0,-0.13334400000000002,0.0,0.0,0.0
 O  XO XX,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  O XX   ,-0.2,-0.2,0.0,-0.324,0.0,0.0,-0.2,-0.2,-0.2
OOXXXO X ,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.0,0.0
    XXO  ,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
    XX  O,-0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
 XOOXX   ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O OXX  X,-0.2,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0
   XX  O ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  XOXX O ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  OXX    ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   X     ,-0.18000000000000002,-0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   OX  X ,-0.2,-0.18000000000000002,-0.2,0.0,0.0,-0.2,0.0,0.0,0.0
 X OX    ,-0.2,0.0,-0.2,0.0,0.0,-0.2,-0.2,-0.18000000000000002,-0.2
O  OXXX  ,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    X    ,-0.7645877689024512,-0.7903723622400001,-0.78424464384,-0.78712464384,0.0,-0.7744233369600001,-0.7754291712000001,-0.7859449958400001,-0.7754291712000001
O   XX   ,0.0,-0.2,-0.2,-0.18000000000000002,0.0,0.0,-0.2,0.0,-0.2
     X   ,-0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O XX  XO,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O XX OX ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
      X  ,-0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X  X O  ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   OXX OX,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   XXO   ,-0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O   X X  ,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 X  X   O,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    X OX ,-0.2,-0.18000000000000002,-0.2,-0.2,0.0,-0.2,0.0,0.0,0.0
    X  XO,-0.2,-0.18000000000000002,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0
 O XX    ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O OX  XX,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 XXOX  O ,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOX X  X ,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0
O  XXO X ,0.0,0.06480000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O  XX   ,-0.36000000000000004,0.0,-0.36000000000000004,-0.324,0.0,0.0,-0.36000000000000004,-0.2,-0.2
OX XXO   ,0.0,0.0,-0.2,0.0,0.0,0.0,-0.2,0.0,0.0
